Corey	NP	Corey
.	SENT	.
The	DT	the
more	JJR	more
people	NNS	people
you	PP	you
have	VBP	have
that	DT	that
are	VBP	be
well-educated	JJ	well-educated
,	,	,
and	CC	and
you	PP	you
have	VBP	have
equal	JJ	equal
education	NN	education
,	,	,
the	DT	the
more	JJR	more
people	NNS	people
you	PP	you
are	VBP	be
going	VBG	go
to	TO	to
have	VB	have
who	WP	who
have	VBP	have
the	DT	the
chance	NN	chance
to	TO	to
compete	VB	compete
with	IN	with
each	DT	each
other	JJ	other
,	,	,
and	CC	and
raise	VBP	raise
that	IN	that
over	IN	over
a	DT	a
period	NN	period
of	IN	of
time	NN	time
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
hell	NN	hell
of	IN	of
an	DT	an
investment	NN	investment
.	SENT	.
It	PP	it
will	MD	will
produce	VB	produce
more	JJR	more
productivity	NN	productivity
than	IN	than
it	PP	it
ever	RB	ever
will	MD	will
cost	VB	cost
,	,	,
if	IN	if
it	PP	it
'	POS	'
s	NNS	<unknown>
done	VBN	do
well	RB	well
.	SENT	.
But	CC	but
what	WP	what
happens	VBZ	happen
is	VBZ	be
,	,	,
states	NNS	state
and	CC	and
localities	NNS	locality
think	VBP	think
of	IN	of
it	PP	it
as	IN	as
a	DT	a
budget	NN	budget
item	NN	item
.	SENT	.
So	RB	so
they	PP	they
look	VBP	look
at	IN	at
expenses	NNS	expense
.	SENT	.
And	CC	and
they	PP	they
penny-pinch	NN	penny-pinch
on	IN	on
the	DT	the
education	NN	education
.	SENT	.
Because	IN	because
if	IN	if
you	PP	you
'	POS	'
re	NN	re
in	IN	in
a	DT	a
rich	JJ	rich
town	NN	town
,	,	,
your	PP$	your
kids	NNS	kid
will	MD	will
get	VB	get
a	DT	a
good	JJ	good
education	NN	education
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
'	POS	'
re	NN	re
not	RB	not
--	:	--
And	CC	and
a	DT	a
large	JJ	large
percentage	NN	percentage
of	IN	of
the	DT	the
population	NN	population
is	VBZ	be
losing	VBG	lose
that	DT	that
.	SENT	.
So	RB	so
that	DT	that
has	VBZ	have
to	TO	to
be	VB	be
engineered	VBN	engineer
well	RB	well
,	,	,
so	IN	so
that	WDT	that
they	PP	they
are	VBP	be
productive	JJ	productive
,	,	,
as	RB	as
well	RB	well
as	RB	as
divide	VB	divide
the	DT	the
pie	NN	pie
well	RB	well
,	,	,
and	CC	and
everybody	NN	everybody
believes	VBZ	believe
that	IN	that
the	DT	the
system	NN	system
is	VBZ	be
fair	JJ	fair
.	SENT	.
We	PP	we
can	MD	can
get	VB	get
there	RB	there
.	SENT	.
Am	VBP	be
I	PP	I
optimistic	JJ	optimistic
that	IN	that
we	PP	we
will	MD	will
get	VB	get
there	RB	there
?	SENT	?
You	PP	you
know	VBP	know
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
.	SENT	.
I	PP	I
would	MD	would
say	VB	say
,	,	,
I	PP	I
'	POS	'
m	NN	m
60-40	CD	@card@
pessimistic	JJ	pessimistic
that	IN	that
we	PP	we
'	''	'
ll	NN	ll
be	VB	be
good	JJ	good
enough	RB	enough
with	IN	with
each	DT	each
other	JJ	other
to	TO	to
do	VB	do
that	DT	that
.	SENT	.
But	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
that	DT	that
possibility	NN	possibility
.	SENT	.
This	DT	this
is	VBZ	be
our	PP$	our
test	NN	test
.	SENT	.
This	DT	this
is	VBZ	be
our	PP$	our
stress	NN	stress
test	NN	test
.	SENT	.
CA	MD	ca
:	:	:
Ray	NP	Ray
,	,	,
there	EX	there
'	''	'
s	NN	S
so	IN	so
much	JJ	much
interest	NN	interest
in	IN	in
this	DT	this
question	NN	question
of	IN	of
how	WRB	how
we	PP	we
emerge	VBP	emerge
from	IN	from
this	DT	this
,	,	,
whether	IN	whether
it	PP	it
'	POS	'
s	NN	S
genuinely	RB	genuinely
possible	JJ	possible
to	TO	to
rebuild	VB	rebuild
the	DT	the
economy	NN	economy
in	IN	in
a	DT	a
way	NN	way
that	RB	that
'	''	'
s	NN	S
fairer	JJR	fair
.	SENT	.
I	PP	I
just	RB	just
want	VBP	want
to	TO	to
read	VB	read
one	CD	one
last	JJ	last
question	NN	question
,	,	,
this	DT	this
one	CD	one
'	POS	'
s	NN	S
from	IN	from
my	PP$	my
Twitter	NN	twitter
feed	NN	feed
.	SENT	.
"	``	"
Do	VBP	do
you	PP	you
think	VBP	think
that	IN	that
the	DT	the
current	JJ	current
crisis	NN	crisis
is	VBZ	be
showing	VBG	show
that	IN	that
low-paid	JJ	low-paid
and	CC	and
/	SYM	/
or	CC	or
unskilled	JJ	unskilled
workers	NNS	worker
are	VBP	be
what	WP	what
holds	VBZ	hold
countries	NNS	country
together	RB	together
,	,	,
even	RB	even
more	RBR	more
so	RB	so
than	IN	than
banks	NNS	bank
and	CC	and
hedge	JJ	hedge
funds	NNS	fund
?	SENT	?
And	CC	and
if	IN	if
so	RB	so
,	,	,
as	IN	as
part	NN	part
of	IN	of
the	DT	the
rebuilding	NN	rebuilding
,	,	,
can	MD	can
we	PP	we
build	VB	build
an	DT	an
economy	NN	economy
that	WDT	that
raises	VBZ	raise
their	PP$	their
interest	NN	interest
higher	RBR	higher
?	SENT	?
"	''	"
RD	NP	RD
:	:	:
Those	DT	those
--	:	--
The	DT	the
heroes	NNS	hero
are	VBP	be
those	DT	those
kind	NN	kind
of	IN	of
people	NNS	people
.	SENT	.
OK	UH	OK
,	,	,
really	RB	really
.	SENT	.
But	CC	but
it	PP	it
takes	VBZ	take
everyone	NN	everyone
,	,	,
OK	UH	OK
?	SENT	?
It	PP	it
takes	VBZ	take
the	DT	the
efficient	JJ	efficient
allocation	NN	allocation
of	IN	of
resources	NNS	resource
for	IN	for
--	:	--
As	IN	as
you	PP	you
probably	RB	probably
have	VBP	have
seen	VBN	see
behind	IN	behind
the	DT	the
scenes	NNS	scene
,	,	,
we	PP	we
see	VBP	see
those	DT	those
who	WP	who
control	VBP	control
a	DT	a
lot	NN	lot
of	IN	of
resources	NNS	resource
being	VBG	be
able	JJ	able
to	TO	to
make	VB	make
contributions	NNS	contribution
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
giving	VBG	give
60	CD	@card@
,	,	,
000	CD	@card@
computers	NNS	computer
to	TO	to
poor	JJ	poor
students	NNS	student
,	,	,
so	RB	so
that	IN	that
they	PP	they
can	MD	can
learn	VB	learn
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
the	DT	the
difference	NN	difference
between	IN	between
a	DT	a
rich	JJ	rich
and	CC	and
a	DT	a
poor	JJ	poor
student	NN	student
is	VBZ	be
having	VBG	have
a	DT	a
computer	NN	computer
and	CC	and
having	VBG	have
the	DT	the
ability	NN	ability
to	TO	to
learn	VB	learn
.	SENT	.
And	CC	and
I	PP	I
want	VBP	want
to	TO	to
thank	VB	thank
those	DT	those
who	WP	who
would	MD	would
be	VB	be
embarrassed	VBN	embarrass
and	CC	and
almost	RB	almost
afraid	JJ	afraid
to	TO	to
hear	VB	hear
it	PP	it
of	IN	of
how	WRB	how
they	PP	they
contributed	VBD	contribute
to	TO	to
that	DT	that
process	NN	process
.	SENT	.
And	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
,	,	,
those	DT	those
other	JJ	other
people	NNS	people
,	,	,
who	WP	who
are	VBP	be
every	DT	every
day	NN	day
serving	VBG	serve
in	IN	in
so	RB	so
many	JJ	many
ways	NNS	way
,	,	,
so	IN	so
it	PP	it
'	POS	'
s	JJ	<unknown>
good	JJ	good
character	NN	character
and	CC	and
it	PP	it
'	POS	'
s	NN	S
that	WDT	that
--	:	--
You	PP	you
know	VBP	know
,	,	,
when	WRB	when
people	NNS	people
came	VBD	come
back	RB	back
from	IN	from
war	NN	war
,	,	,
they	PP	they
built	VBD	build
the	DT	the
greatest	JJS	great
generation	NN	generation
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
that	IN	that
type	NN	type
of	IN	of
character	NN	character
that	WDT	that
brings	VBZ	bring
our	PP$	our
country	NN	country
together	RB	together
,	,	,
but	CC	but
each	DT	each
has	VBZ	have
to	TO	to
recognize	VB	recognize
their	PP$	their
roles	NNS	role
in	IN	in
doing	VBG	do
that	DT	that
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
CEO	NN	CEO
and	CC	and
then	RB	then
there	EX	there
'	''	'
s	NN	S
somebody	NN	somebody
who	WP	who
'	POS	'
s	NN	S
really	RB	really
a	DT	a
great	JJ	great
hero	NN	hero
on	IN	on
the	DT	the
front	JJ	front
lines	NNS	line
,	,	,
and	CC	and
they	PP	they
better	RBR	well
damn	RB	damn
work	VB	work
well	RB	well
together	RB	together
,	,	,
so	RB	so
yeah	RB	yeah
.	SENT	.
And	CC	and
then	RB	then
,	,	,
they	PP	they
have	VBP	have
to	TO	to
have	VB	have
usefulness	NN	usefulness
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
appreciate	VB	appreciate
them	PP	them
.	SENT	.
We	PP	we
have	VBP	have
to	TO	to
establish	VB	establish
--	:	--
just	RB	just
the	DT	the
reality	NN	reality
,	,	,
I	PP	I
think	VBP	think
--	:	--
that	IN	that
there	EX	there
is	VBZ	be
a	DT	a
level	NN	level
of	IN	of
basics	NNS	basic
.	SENT	.
Basic	JJ	basic
education	NN	education
,	,	,
basic	JJ	basic
health	NN	health
care	NN	care
--	:	--
Basics	NNS	basic
that	IN	that
you	PP	you
cannot	MD	can
fall	VB	fall
below	RB	below
.	SENT	.
OK	UH	OK
?	SENT	?
Otherwise	RB	otherwise
,	,	,
when	WRB	when
you	PP	you
go	VBP	go
below	IN	below
that	DT	that
level	NN	level
,	,	,
there	EX	there
is	VBZ	be
no	DT	no
opportunity	NN	opportunity
,	,	,
and	CC	and
actually	RB	actually
,	,	,
the	DT	the
costliness	NN	costliness
of	IN	of
it	PP	it
,	,	,
in	IN	in
the	DT	the
form	NN	form
of	IN	of
crimes	NNS	crime
and	CC	and
incarceration	NN	incarceration
.	SENT	.
Like	IN	like
,	,	,
to	TO	to
bring	VB	bring
it	PP	it
personal	JJ	personal
,	,	,
our	PP$	our
mission	NN	mission
is	VBZ	be
to	TO	to
help	VB	help
high	JJ	high
school	NN	school
kids	NNS	kid
who	WP	who
dropped	VBD	drop
out	RP	out
of	IN	of
high	JJ	high
school	NN	school
and	CC	and
can	MD	can
have	VB	have
jobs	NNS	job
,	,	,
to	TO	to
get	VB	get
them	PP	them
in	IN	in
that	DT	that
high	JJ	high
school	NN	school
and	CC	and
through	IN	through
that	IN	that
,	,	,
in	IN	in
jobs	NNS	job
.	SENT	.
And	CC	and
we	PP	we
believe	VBP	believe
that	IN	that
we	PP	we
can	MD	can
do	VB	do
that	IN	that
and	CC	and
save	VB	save
a	DT	a
lot	NN	lot
of	IN	of
money	NN	money
,	,	,
because	IN	because
the	DT	the
average	JJ	average
cost	NN	cost
of	IN	of
incarceration	NN	incarceration
,	,	,
it	PP	it
goes	VBZ	go
from	IN	from
about	RB	about
40	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
a	DT	a
year	NN	year
up	RB	up
to	TO	to
120	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
a	DT	a
year	NN	year
,	,	,
depending	VBG	depend
on	IN	on
the	DT	the
form	NN	form
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
get	VBP	get
them	PP	them
in	RP	in
and	CC	and
move	VB	move
them	PP	them
into	IN	into
a	DT	a
job	NN	job
,	,	,
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
save	VB	save
a	DT	a
lot	NN	lot
of	IN	of
money	NN	money
,	,	,
and	CC	and
we	PP	we
could	MD	could
do	VB	do
that	IN	that
cost-effectively	RB	cost-effectively
.	SENT	.
But	CC	but
philanthropists	NNS	philanthropist
can	MD	can
'	''	'
t	NN	t
do	VBP	do
this	DT	this
alone	RB	alone
.	SENT	.
The	DT	the
amount	NN	amount
of	IN	of
money	NN	money
is	VBZ	be
enormous	JJ	enormous
.	SENT	.
So	RB	so
if	IN	if
our	PP$	our
country	NN	country
did	VBD	do
those	DT	those
kinds	NNS	kind
of	IN	of
things	NNS	thing
,	,	,
I	PP	I
think	VBP	think
.	SENT	.
.	SENT	.
.	SENT	.
I	PP	I
think	VBP	think
it	PP	it
would	MD	would
be	VB	be
great	JJ	great
.	SENT	.
CA	MD	ca
:	:	:
Wow	VB	wow
,	,	,
thank	VB	thank
you	PP	you
for	IN	for
that	DT	that
,	,	,
Ray	NP	Ray
.	SENT	.
Corey	NP	Corey
,	,	,
what	WP	what
do	VBP	do
you	PP	you
think	VBP	think
?	SENT	?
Have	VBP	have
you	PP	you
got	VBD	get
any	DT	any
other	JJ	other
questions	NNS	question
there	RB	there
before	IN	before
we	PP	we
wrap	VBP	wrap
up	RP	up
?	SENT	?
CH	NP	CH
:	:	:
No	UH	no
,	,	,
I	PP	I
think	VBP	think
we	PP	we
'	''	'
re	IN	re
good	JJ	good
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
think	VBP	think
we	PP	we
'	''	'
re	IN	re
going	VBG	go
to	TO	to
get	VB	get
through	IN	through
it	PP	it
,	,	,
I	PP	I
guess	VBP	guess
is	VBZ	be
what	WP	what
we	PP	we
'	POS	'
re	NN	re
saying	VBG	say
,	,	,
but	CC	but
we	PP	we
also	RB	also
have	VBP	have
an	DT	an
opportunity	NN	opportunity
here	RB	here
to	TO	to
make	VB	make
some	DT	some
changes	NNS	change
and	CC	and
do	VBP	do
better	RBR	well
and	CC	and
emerge	VB	emerge
stronger	JJR	strong
.	SENT	.
And	CC	and
as	IN	as
you	PP	you
said	VBD	say
,	,	,
take	VB	take
a	DT	a
look	NN	look
at	IN	at
things	NNS	thing
and	CC	and
the	DT	the
structures	NNS	structure
that	IN	that
we	PP	we
have	VBP	have
in	IN	in
place	NN	place
and	CC	and
see	VB	see
where	WRB	where
we	PP	we
can	MD	can
improve	VB	improve
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
take	VB	take
a	DT	a
collective	JJ	collective
action	NN	action
and	CC	and
cooperation	NN	cooperation
.	SENT	.
CA	MD	ca
:	:	:
Yeah	RB	yeah
,	,	,
Ray	NP	Ray
,	,	,
I	NP	I
'	POS	'
m	NN	m
definitely	RB	definitely
inspired	VBN	inspire
by	IN	by
the	DT	the
actions	NNS	action
that	IN	that
you	PP	you
'	POS	'
re	NN	re
taking	VBG	take
as	IN	as
a	DT	a
philanthropist	NN	philanthropist
in	IN	in
this	DT	this
moment	NN	moment
.	SENT	.
And	CC	and
some	DT	some
of	IN	of
your	PP$	your
peers	NNS	peer
,	,	,
you	PP	you
know	VBP	know
,	,	,
there	EX	there
are	VBP	be
amazing	JJ	amazing
stories	NNS	story
out	IN	out
there	RB	there
.	SENT	.
I	PP	I
was	VBD	be
really	RB	really
struck	VBN	strike
by	IN	by
Jack	NP	Jack
Dorsey	NP	Dorsey
'	POS	'
s	JJ	<unknown>
announcement	NN	announcement
yesterday	NN	yesterday
of	IN	of
his	PP$	his
huge	JJ	huge
philanthropic	JJ	philanthropic
contribution	NN	contribution
.	SENT	.
And	CC	and
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
that	IN	that
'	POS	'
s	NNS	<unknown>
awesome	JJ	awesome
,	,	,
but	CC	but
equally	RB	equally
important	JJ	important
,	,	,
I	PP	I
was	VBD	be
--	:	--
RD	NP	RD
:	:	:
But	CC	but
it	PP	it
'	POS	'
s	NN	S
not	RB	not
nearly	RB	nearly
enough	JJ	enough
.	SENT	.
CA	MD	ca
:	:	:
Exactly	RB	exactly
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
--	:	--
CH	NP	CH
:	:	:
It	PP	it
would	MD	would
be	VB	be
good	JJ	good
to	TO	to
see	VB	see
more	RBR	more
.	SENT	.
CA	MD	ca
:	:	:
I	PP	I
'	POS	'
m	NN	m
kind	NN	kind
of	IN	of
dismayed	JJ	dismayed
,	,	,
in	IN	in
a	DT	a
way	NN	way
,	,	,
to	TO	to
hear	VB	hear
you	PP	you
say	VBP	say
that	IN	that
you	PP	you
'	POS	'
re	NN	re
60	CD	@card@
/	SYM	/
40	CD	@card@
leaning	NN	leaning
pessimistic	JJ	pessimistic
,	,	,
like	VB	like
,	,	,
it	PP	it
feels	VBZ	feel
like	IN	like
your	PP$	your
voice	NN	voice
in	IN	in
these	DT	these
conversations	NNS	conversation
that	WDT	that
are	VBP	be
going	VBG	go
on	IN	on
in	IN	in
the	DT	the
corridors	NNS	corridor
of	IN	of
power	NN	power
and	CC	and
you	PP	you
know	VBP	know
,	,	,
where	WRB	where
the	DT	the
big	JJ	big
money	NN	money
is	VBZ	be
,	,	,
around	RB	around
whether	IN	whether
this	DT	this
turns	NNS	turn
into	IN	into
fundamentally	RB	fundamentally
,	,	,
cooperation	NN	cooperation
between	IN	between
countries	NNS	country
and	CC	and
between	IN	between
companies	NNS	company
and	CC	and
between	IN	between
,	,	,
you	PP	you
know	VBP	know
,	,	,
big-money	NN	big-money
controllers	NNS	controller
,	,	,
or	CC	or
whether	IN	whether
it	PP	it
turns	VBZ	turn
into	IN	into
a	DT	a
fistfight	NN	fistfight
,	,	,
is	VBZ	be
so	RB	so
important	JJ	important
.	SENT	.
And	CC	and
hearing	VBG	hear
you	PP	you
talk	VB	talk
about	IN	about
the	DT	the
gratitude	NN	gratitude
we	PP	we
should	MD	should
be	VB	be
feeling	VBG	feel
towards	IN	towards
some	DT	some
aspects	NNS	aspect
,	,	,
let	VBN	let
'	POS	'
s	NNS	<unknown>
say	VBP	say
,	,	,
of	IN	of
what	WDT	what
China	NP	China
has	VBZ	have
done	VBN	do
,	,	,
the	DT	the
extent	NN	extent
--	:	--
Do	VBP	do
you	PP	you
find	VB	find
yourself	PP	yourself
in	IN	in
conversations	NNS	conversation
,	,	,
like	VB	like
,	,	,
raising	VBG	raise
this	DT	this
,	,	,
trying	VBG	try
to	TO	to
take	VB	take
the	DT	the
view	NN	view
that	IN	that
,	,	,
"	``	"
No	UH	no
,	,	,
no	UH	no
,	,	,
no	UH	no
,	,	,
you	PP	you
'	POS	'
re	NN	re
needlessly	RB	needlessly
sparking	VBG	spark
friction	NN	friction
here	RB	here
,	,	,
take	VB	take
a	DT	a
more	RBR	more
generous	JJ	generous
view	NN	view
"	''	"
?	SENT	?
Because	IN	because
it	PP	it
feels	VBZ	feel
to	TO	to
me	PP	me
like	IN	like
there	EX	there
'	''	'
s	NNS	<unknown>
so	RB	so
much	RB	much
at	IN	at
stake	NN	stake
between	IN	between
how	WRB	how
many	JJ	many
people	NNS	people
are	VBP	be
trying	VBG	try
to	TO	to
nudge	VB	nudge
that	DT	that
type	NN	type
of	IN	of
conversation	NN	conversation
versus	IN	versus
the	DT	the
hostile	JJ	hostile
,	,	,
fearful	JJ	fearful
conversation	NN	conversation
.	SENT	.
RD	NP	RD
:	:	:
I	PP	I
think	VBP	think
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
general	JJ	general
mistaken	JJ	mistaken
belief	NN	belief
--	:	--
I	PP	I
communicate	VBP	communicate
a	DT	a
lot	NN	lot
with	IN	with
the	DT	the
people	NNS	people
that	IN	that
you	PP	you
'	POS	'
re	NN	re
saying	VBG	say
,	,	,
people	NNS	people
in	IN	in
positions	NNS	position
of	IN	of
power	NN	power
,	,	,
whether	IN	whether
they	PP	they
'	POS	'
re	NN	re
both	CC	both
in	IN	in
government	NN	government
or	CC	or
other	JJ	other
places	NNS	place
,	,	,
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
I	PP	I
think	VBP	think
what	WP	what
you	PP	you
basically	RB	basically
have	VB	have
to	TO	to
realize	VB	realize
is	VBZ	be
that	IN	that
very	RB	very
few	JJ	few
people	NNS	people
are	VBP	be
making	VBG	make
decisions	NNS	decision
based	VBN	base
on	IN	on
the	DT	the
quality	NN	quality
of	IN	of
the	DT	the
argument	NN	argument
.	SENT	.
That	DT	that
most	JJS	most
people	NNS	people
are	VBP	be
--	:	--
Most	JJS	most
of	IN	of
those	DT	those
are	VBP	be
in	IN	in
a	DT	a
war	NN	war
of	IN	of
some	DT	some
kind	NN	kind
or	CC	or
have	VB	have
a	DT	a
particular	JJ	particular
objective	NN	objective
.	SENT	.
And	CC	and
that	IN	that
the	DT	the
information	NN	information
that	WDT	that
comes	VBZ	come
out	RP	out
,	,	,
even	RB	even
in	IN	in
the	DT	the
media	NNS	medium
--	:	--
you	PP	you
know	VBP	know
,	,	,
you	PP	you
could	MD	could
almost	RB	almost
see	VB	see
which	WDT	which
side	NN	side
each	DT	each
media	NNS	medium
outlet	NN	outlet
or	CC	or
each	DT	each
person	NN	person
is	VBZ	be
on	IN	on
.	SENT	.
How	WRB	how
many	JJ	many
people	NNS	people
do	VBP	do
you	PP	you
really	RB	really
believe	VBP	believe
don	NN	don
'	''	'
t	NN	t
have	VBP	have
a	DT	a
side	NN	side
?	SENT	?
Almost	RB	almost
everybody	NN	everybody
has	VBZ	have
--	:	--
they	PP	they
'	POS	'
re	NN	re
on	IN	on
one	CD	one
side	NN	side
or	CC	or
another	DT	another
side	NN	side
.	SENT	.
And	CC	and
the	DT	the
idea	NN	idea
of	IN	of
being	VBG	be
able	JJ	able
to	TO	to
see	VB	see
things	NNS	thing
from	IN	from
both	DT	both
sides	NNS	side
and	CC	and
come	VB	come
together	RB	together
,	,	,
is	VBZ	be
,	,	,
in	IN	in
this	DT	this
time	NN	time
and	CC	and
through	IN	through
history	NN	history
,	,	,
perceived	VBN	perceive
as	IN	as
almost	RB	almost
being	VBG	be
weak	JJ	weak
or	CC	or
a	DT	a
threat	NN	threat
.	SENT	.
Because	IN	because
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
get	VB	get
on	IN	on
one	CD	one
side	NN	side
or	CC	or
the	DT	the
other	JJ	other
side	NN	side
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
And	CC	and
so	IN	so
it	PP	it
'	POS	'
s	NN	S
not	RB	not
easy	JJ	easy
to	TO	to
just	RB	just
say	VB	say
--	:	--
Like	IN	like
,	,	,
all	RB	all
the	DT	the
people	NNS	people
,	,	,
and	CC	and
China	NP	China
for	IN	for
example	NN	example
,	,	,
I	PP	I
would	MD	would
say	VB	say
,	,	,
"	``	"
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
,	,	,
"	``	"
you	PP	you
know	VBP	know
how	WRB	how
many	JJ	many
respirators	NNS	respirator
and	CC	and
masks	NNS	mask
and	CC	and
all	PDT	all
these	DT	these
things	NNS	thing
that	WDT	that
have	VBP	have
come	VBN	come
?	SENT	?
But	CC	but
almost	RB	almost
that	RB	that
'	''	'
s	NNS	<unknown>
politically	RB	politically
challenging	VBG	challenge
.	SENT	.
Because	IN	because
there	EX	there
will	MD	will
be	VB	be
people	NNS	people
out	IN	out
there	RB	there
,	,	,
and	CC	and
threatening	VBG	threaten
,	,	,
why	WRB	why
am	VBP	be
I	PP	I
doing	VBG	do
this	DT	this
?	SENT	?
People	NNS	people
will	MD	will
be	VB	be
out	RB	out
there	RB	there
and	CC	and
they	PP	they
will	MD	will
say	VB	say
,	,	,
"	``	"
OK	UH	OK
,	,	,
he	PP	he
'	POS	'
s	NN	S
a	DT	a
China	NP	China
lover	NN	lover
"	''	"
or	CC	or
"	``	"
he	PP	he
'	POS	'
s	NNS	<unknown>
an	DT	an
enemy	NN	enemy
,	,	,
"	''	"
"	''	"
he	PP	he
goes	VBZ	go
on	IN	on
the	DT	the
other	JJ	other
side	NN	side
.	SENT	.
"	``	"
Because	IN	because
there	EX	there
will	MD	will
be	VB	be
people	NNS	people
on	IN	on
the	DT	the
other	JJ	other
sides	NNS	side
,	,	,
and	CC	and
those	DT	those
people	NNS	people
--	:	--
And	CC	and
so	RB	so
I	PP	I
think	VBP	think
I	PP	I
'	''	'
ll	NNS	<unknown>
turn	VBP	turn
to	TO	to
you	PP	you
,	,	,
Chris	NP	Chris
.	SENT	.
You	PP	you
have	VBP	have
a	DT	a
forum	NN	forum
.	SENT	.
Bring	VB	bring
in	IN	in
the	DT	the
other	JJ	other
sides	NNS	side
,	,	,
OK	UH	OK
?	SENT	?
Bring	VB	bring
in	IN	in
those	DT	those
that	WDT	that
are	VBP	be
those	DT	those
who	WP	who
,	,	,
let	VBN	let
'	POS	'
s	NNS	<unknown>
say	VBP	say
,	,	,
have	VBP	have
the	DT	the
most	RBS	most
offensive	JJ	offensive
policies	NNS	policy
that	IN	that
you	PP	you
think	VBP	think
that	WDT	that
are	VBP	be
in	IN	in
positions	NNS	position
of	IN	of
power	NN	power
.	SENT	.
And	CC	and
have	VBP	have
that	RB	that
together	RB	together
,	,	,
so	IN	so
that	WDT	that
you	PP	you
can	MD	can
have	VB	have
thoughtful	JJ	thoughtful
disagreement	NN	disagreement
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
believer	NN	believer
in	IN	in
thoughtful	JJ	thoughtful
disagreement	NN	disagreement
.	SENT	.
Open	JJ	open
,	,	,
thoughtful	JJ	thoughtful
disagreement	NN	disagreement
to	TO	to
try	VB	try
to	TO	to
get	VB	get
at	IN	at
the	DT	the
right	JJ	right
answer	NN	answer
and	CC	and
have	VB	have
collectiveness	NN	collectiveness
.	SENT	.
But	CC	but
it	PP	it
isn	NP	isn
'	POS	'
t	NN	t
easy	JJ	easy
in	IN	in
this	DT	this
world	NN	world
.	SENT	.
CA	MD	ca
:	:	:
Well	RB	well
,	,	,
that	IN	that
'	POS	'
s	NN	S
a	DT	a
good	JJ	good
challenge	NN	challenge
to	TO	to
us	PP	us
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
also	RB	also
a	DT	a
believer	NN	believer
in	RB	in
[	SYM	[
thoughtful	JJ	thoughtful
]	SYM	]
disagreement	NN	disagreement
,	,	,
I	PP	I
think	VBP	think
,	,	,
Corey	NP	Corey
,	,	,
we	PP	we
'	POS	'
re	NN	re
passionate	JJ	passionate
disbelievers	NNS	disbeliever
in	IN	in
the	DT	the
spreading	VBG	spread
of	IN	of
irrational	JJ	irrational
hatred	NN	hatred
.	SENT	.
Like	JJ	like
,	,	,
instinctual	JJ	instinctual
irrational	JJ	irrational
hatred	NN	hatred
and	CC	and
I	PP	I
feel	VBP	feel
like	IN	like
the	DT	the
stakes	NNS	stake
are	VBP	be
so	RB	so
high	JJ	high
right	RB	right
now	RB	now
,	,	,
that	IN	that
if	IN	if
--	:	--
RD	NP	RD
:	:	:
But	CC	but
will	MD	will
you	PP	you
fight	VB	fight
for	IN	for
that	DT	that
?	SENT	?
In	IN	in
other	JJ	other
words	NNS	word
,	,	,
when	WRB	when
somebody	NN	somebody
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
punch	VB	punch
back	RB	back
--	:	--
Because	IN	because
this	DT	this
is	VBZ	be
what	WP	what
'	POS	'
s	NN	S
needed	VBD	need
.	SENT	.
If	IN	if
somebody	NN	somebody
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
punch	VB	punch
back	RB	back
because	IN	because
you	PP	you
'	POS	'
re	NN	re
saying	VBG	say
something	NN	something
that	RB	that
'	POS	'
s	JJ	<unknown>
true	JJ	true
and	CC	and
controversial	JJ	controversial
,	,	,
that	WDT	that
will	MD	will
be	VB	be
the	DT	the
test	NN	test
--	:	--
Can	MD	can
you	PP	you
punch	VB	punch
back	RB	back
for	IN	for
collective	JJ	collective
,	,	,
you	PP	you
know	VBP	know
,	,	,
decision-making	NN	decision-making
comment	NN	comment
,	,	,
