Hey	UH	hey
hard	JJ	hard
things	NNS	thing
going	VBG	go
on	IN	on
in	IN	in
our	PP$	our
lives	NNS	life
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
I	PP	I
need	VBP	need
right	RB	right
now	RB	now
that	DT	that
is	VBZ	be
incredibly	RB	incredibly
empowering	VBG	empower
because	IN	because
what	WP	what
so	RB	so
let	VBP	let
me	PP	me
tell	VB	tell
you	PP	you
what	WP	what
people	NNS	people
are	VBP	be
actually	RB	actually
worried	VBN	worry
about	RB	about
,	,	,
Adam	NP	Adam
,	,	,
when	WRB	when
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
someone	NN	someone
who	WP	who
compartmentalizes	VBZ	compartmentalize
in	IN	in
segments	NNS	segment
and	CC	and
when	WRB	when
they	PP	they
know	VBP	know
something	NN	something
really	RB	really
difficult	JJ	difficult
is	VBZ	be
going	VBG	go
on	RP	on
,	,	,
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
they	PP	they
'	''	'
ve	NNS	<unknown>
got	VBD	get
a	DT	a
parent	NN	parent
in	IN	in
chemotherapy	NN	chemotherapy
or	CC	or
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
,	,	,
you	PP	you
know	VBP	know
,	,	,
like	IN	like
some	DT	some
something	NN	something
'	POS	'
s	NN	S
really	RB	really
hard	RB	hard
going	VBG	go
on	IN	on
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
concerned	VBN	concern
about	IN	about
you	PP	you
for	IN	for
sure	JJ	sure
.	SENT	.
But	CC	but
what	WP	what
they	PP	they
'	POS	'
re	NN	re
also	RB	also
concerned	JJ	concerned
about	RB	about
is	VBZ	be
Bernie	NP	Bernie
does	VBZ	do
not	RB	not
give	VB	give
me	PP	me
permission	NN	permission
to	TO	to
be	VB	be
human	JJ	human
.	SENT	.
I	PP	I
am	VBP	be
not	RB	not
safe	JJ	safe
here	RB	here
.	SENT	.
Unless	IN	unless
I	PP	I
to	TO	to
compartmentalize	VB	compartmentalize
and	CC	and
bring	VB	bring
do	VB	do
not	RB	not
bring	VB	bring
my	PP$	my
whole	JJ	whole
self	NN	self
here	RB	here
and	CC	and
what	WP	what
you	PP	you
'	''	'
re	IN	re
doing	VBG	do
when	WRB	when
you	PP	you
say	VBP	say
what	WP	what
I	PP	I
just	RB	just
said	VBD	say
,	,	,
which	WDT	which
is	VBZ	be
I	PP	I
understand	VBP	understand
we	PP	we
all	RB	all
have	VBP	have
different	JJ	different
things	NNS	thing
and	CC	and
different	JJ	different
needs	NNS	need
,	,	,
and	CC	and
I	PP	I
love	VB	love
being	VBG	be
a	DT	a
part	NN	part
of	IN	of
team	NN	team
A	DT	a
team	NN	team
that	WDT	that
can	MD	can
respect	VB	respect
that	DT	that
.	SENT	.
I	PP	I
do	VBP	do
trust	VB	trust
you	PP	you
and	CC	and
want	VBP	want
you	PP	you
to	TO	to
know	VB	know
that	IN	that
these	DT	these
hard	JJ	hard
things	NNS	thing
are	VBP	be
going	VBG	go
on	IN	on
.	SENT	.
And	CC	and
for	IN	for
me	PP	me
,	,	,
support	VB	support
looks	NNS	look
like	IN	like
this	DT	this
right	NN	right
now	RB	now
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
awesome	JJ	awesome
.	SENT	.
Does	NNS	doe
that	WDT	that
make	VBP	make
sense	NN	sense
?	SENT	?
It	PP	it
does	VBZ	do
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
different	JJ	different
interpretation	NN	interpretation
than	IN	than
I	PP	I
had	VBD	have
made	VBN	make
,	,	,
which	WDT	which
is	VBZ	be
,	,	,
you	PP	you
know	VBP	know
,	,	,
when	WRB	when
when	WRB	when
I	PP	I
'	POS	'
m	NN	m
the	DT	the
first	JJ	first
or	CC	or
second	JJ	second
time	NN	time
,	,	,
I	PP	I
was	VBD	be
like	IN	like
,	,	,
oh	UH	oh
,	,	,
OK	UH	OK
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
this	DT	this
is	VBZ	be
somebody	NN	somebody
who	WP	who
who	WP	who
wants	VBZ	want
,	,	,
you	PP	you
know	VBP	know
,	,	,
who	WP	who
just	RB	just
expects	VBZ	expect
me	PP	me
to	TO	to
open	VB	open
up	RB	up
more	RBR	more
that	DT	that
idea	NN	idea
.	SENT	.
And	CC	and
we	PP	we
have	VBP	have
different	JJ	different
preferences	NNS	preference
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
OK	JJ	OK
.	SENT	.
And	CC	and
as	IN	as
it	PP	it
happened	VBD	happen
a	DT	a
few	JJ	few
more	JJR	more
times	NNS	time
,	,	,
I	PP	I
felt	VBD	feel
like	IN	like
,	,	,
OK	UH	OK
,	,	,
maybe	RB	maybe
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
is	VBZ	be
people	NNS	people
are	VBP	be
worried	VBN	worry
that	IN	that
they	PP	they
'	POS	'
re	NN	re
not	RB	not
as	RB	as
close	VB	close
to	TO	to
me	PP	me
as	IN	as
they	PP	they
thought	VBD	think
they	PP	they
were	VBD	be
,	,	,
because	IN	because
if	IN	if
they	PP	they
were	VBD	be
,	,	,
I	PP	I
would	MD	would
have	VB	have
shared	VBN	share
this	DT	this
.	SENT	.
And	CC	and
you	PP	you
'	POS	'
re	NN	re
saying	VBG	say
,	,	,
yes	UH	yes
,	,	,
maybe	RB	maybe
that	RB	that
,	,	,
but	CC	but
also	RB	also
that	IN	that
they	PP	they
'	POS	'
re	NN	re
worried	VBD	worry
that	IN	that
if	IN	if
they	PP	they
want	VBP	want
to	TO	to
share	VB	share
something	NN	something
with	IN	with
me	PP	me
,	,	,
that	IN	that
I	NP	I
'	POS	'
m	NN	m
not	RB	not
going	VBG	go
to	TO	to
be	VB	be
receptive	JJ	receptive
to	TO	to
it	PP	it
because	IN	because
I	PP	I
don	NN	don
'	POS	'
t	NN	t
do	VBP	do
it	PP	it
and	CC	and
return	VB	return
.	SENT	.
If	IN	if
you	PP	you
'	''	'
re	IN	re
my	PP$	my
boss	NN	boss
and	CC	and
you	PP	you
'	POS	'
re	NN	re
the	DT	the
person	NN	person
that	WDT	that
really	RB	really
is	VBZ	be
very	RB	very
private	JJ	private
and	CC	and
doesn	NN	<unknown>
'	POS	'
t	NN	t
like	VBP	like
to	TO	to
disclose	VB	disclose
and	CC	and
and	CC	and
I	PP	I
know	VBP	know
something	NN	something
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
.	SENT	.
It	PP	it
creates	VBZ	create
eggshells	NNS	eggshell
for	IN	for
me	PP	me
.	SENT	.
Because	IN	because
you	PP	you
'	POS	'
re	NN	re
not	RB	not
being	VBG	be
explicit	JJ	explicit
about	IN	about
what	WP	what
you	PP	you
want	VBP	want
or	CC	or
don	VBP	don
'	POS	'
t	NN	t
want	VBP	want
,	,	,
it	PP	it
'	POS	'
s	NN	S
just	RB	just
off	IN	off
limits	NNS	limit
.	SENT	.
Yes	UH	yes
,	,	,
and	CC	and
if	IN	if
you	PP	you
said	VBD	say
that	IN	that
to	TO	to
me	PP	me
,	,	,
I	PP	I
'	POS	'
d	NN	d
say	NN	say
,	,	,
man	NN	man
Adam	NP	Adam
.	SENT	.
I	PP	I
really	RB	really
appreciate	VBP	appreciate
you	PP	you
normalizing	VBG	normalize
that	IN	that
we	PP	we
have	VBP	have
lives	NNS	life
outside	IN	outside
of	IN	of
work	NN	work
,	,	,
and	CC	and
I	PP	I
really	RB	really
appreciate	VBP	appreciate
you	PP	you
normalizing	VBG	normalize
that	DT	that
.	SENT	.
We	PP	we
all	RB	all
need	VBP	need
different	JJ	different
things	NNS	thing
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
in	IN	in
a	DT	a
hard	JJ	hard
time	NN	time
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
really	RB	really
appreciate	VBP	appreciate
is	VBZ	be
you	PP	you
asking	VBG	ask
us	PP	us
,	,	,
you	PP	you
trusting	VBG	trust
us	PP	us
enough	JJ	enough
to	TO	to
share	VB	share
that	IN	that
you	PP	you
'	''	'
re	IN	re
having	VBG	have
a	DT	a
hard	JJ	hard
time	NN	time
and	CC	and
ask	VB	ask
for	IN	for
what	WP	what
you	PP	you
need	VBP	need
,	,	,
which	WDT	which
is	VBZ	be
not	RB	not
to	TO	to
talk	VB	talk
about	IN	about
it	PP	it
unless	IN	unless
you	PP	you
bring	VBP	bring
it	PP	it
up	RP	up
.	SENT	.
That	DT	that
safety	NN	safety
,	,	,
that	DT	that
psychological	JJ	psychological
safety	NN	safety
.	SENT	.
It	PP	it
'	POS	'
s	VBG	<unknown>
such	PDT	such
a	DT	a
powerful	JJ	powerful
conversation	NN	conversation
that	IN	that
I	PP	I
clearly	RB	clearly
need	VBP	need
to	TO	to
have	VB	have
with	IN	with
a	DT	a
bunch	NN	bunch
of	IN	of
people	NNS	people
having	VBG	have
to	TO	to
add	VB	add
to	TO	to
my	PP$	my
list	NN	list
now	RB	now
,	,	,
but	CC	but
it	PP	it
also	RB	also
it	PP	it
also	RB	also
makes	VBZ	make
me	PP	me
think	VBP	think
that	IN	that
this	DT	this
it	PP	it
might	MD	might
be	VB	be
helpful	JJ	helpful
to	TO	to
clarify	VB	clarify
to	TO	to
people	NNS	people
what	WP	what
closeness	NN	closeness
means	VBZ	mean
to	TO	to
me	PP	me
.	SENT	.
Yes	UH	yes
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
when	WRB	when
I	PP	I
think	VBP	think
about	IN	about
closeness	NN	closeness
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
less	RBR	less
about	RB	about
disclosing	VBG	disclose
,	,	,
you	PP	you
know	VBP	know
,	,	,
my	PP$	my
deepest	JJS	deep
emotions	NNS	emotion
or	CC	or
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
in	IN	in
my	PP$	my
personal	JJ	personal
life	NN	life
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
more	RBR	more
about	RB	about
,	,	,
number	NN	number
one	CD	one
,	,	,
if	IN	if
I	PP	I
made	VBD	make
time	NN	time
for	IN	for
you	PP	you
,	,	,
if	IN	if
that	WDT	that
means	VBZ	mean
you	PP	you
matter	VB	matter
to	TO	to
me	PP	me
first	RB	first
off	RP	off
.	SENT	.
Yes	UH	yes
.	SENT	.
And	CC	and
number	NN	number
two	CD	two
,	,	,
and	CC	and
maybe	RB	maybe
more	RBR	more
importantly	RB	importantly
,	,	,
I	PP	I
do	VBP	do
not	RB	not
I	PP	I
do	VBP	do
not	RB	not
see	VB	see
a	DT	a
connection	NN	connection
between	IN	between
the	DT	the
frequency	NN	frequency
of	IN	of
communication	NN	communication
and	CC	and
the	DT	the
depth	NN	depth
of	IN	of
a	DT	a
friendship	NN	friendship
or	CC	or
collaboration	NN	collaboration
.	SENT	.
And	CC	and
I	PP	I
feel	VBP	feel
like	IN	like
the	DT	the
people	NNS	people
I	PP	I
'	POS	'
m	NN	m
closest	JJS	close
to	TO	to
,	,	,
I	PP	I
sometimes	RB	sometimes
go	VBP	go
a	DT	a
year	NN	year
or	CC	or
more	JJR	more
without	IN	without
talking	VBG	talk
to	TO	to
them	PP	them
and	CC	and
we	PP	we
can	MD	can
just	RB	just
pick	VB	pick
right	RB	right
up	RB	up
where	WRB	where
we	PP	we
left	VBD	leave
off	RP	off
.	SENT	.
And	CC	and
I	PP	I
know	VBP	know
that	IN	that
if	IN	if
I	PP	I
ever	RB	ever
needed	VBD	need
them	PP	them
,	,	,
they	PP	they
would	MD	would
be	VB	be
there	RB	there
for	IN	for
me	PP	me
and	CC	and
vice	JJ	vice
versa	RB	versa
.	SENT	.
And	CC	and
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
I	PP	I
'	''	'
ve	NNS	<unknown>
actually	RB	actually
let	VBP	let
anyone	NN	anyone
know	VBP	know
that	IN	that
,	,	,
God	NP	God
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
huge	JJ	huge
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
so	RB	so
important	JJ	important
.	SENT	.
And	CC	and
that	DT	that
that	WDT	that
you	PP	you
know	VBP	know
what	WP	what
that	DT	that
is	VBZ	be
?	SENT	?
That	IN	that
'	POS	'
s	NN	S
authenticity	NN	authenticity
.	SENT	.
That	IN	that
'	POS	'
s	JJ	<unknown>
authenticity	NN	authenticity
because	IN	because
let	VB	let
me	PP	me
tell	VB	tell
you	PP	you
something	NN	something
,	,	,
you	PP	you
sitting	VBG	sit
down	RP	down
with	IN	with
this	DT	this
,	,	,
folks	NNS	folk
are	VBP	be
concerned	VBN	concern
because	IN	because
you	PP	you
'	POS	'
re	NN	re
not	RB	not
sharing	VBG	share
enough	RB	enough
and	CC	and
and	CC	and
pushing	VBG	push
yourself	PP	yourself
to	TO	to
share	VB	share
with	IN	with
them	PP	them
is	VBZ	be
actually	RB	actually
not	RB	not
authenticity	NN	authenticity
that	RB	that
'	POS	'
s	NN	S
assessing	VBG	assess
and	CC	and
acclimating	VBG	acclimate
to	TO	to
what	WP	what
you	PP	you
think	VBP	think
people	NNS	people
need	VBP	need
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
being	VBG	be
you	PP	you
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
why	WRB	why
this	DT	this
sentence	NN	sentence
,	,	,
what	WP	what
you	PP	you
know	VBP	know
,	,	,
what	WP	what
a	DT	a
support	NN	support
look	NN	look
like	IN	like
for	IN	for
me	PP	me
,	,	,
what	WP	what
a	DT	a
support	NN	support
look	NN	look
like	IN	like
for	IN	for
you	PP	you
,	,	,
and	CC	and
that	IN	that
we	PP	we
can	MD	can
build	VB	build
a	DT	a
team	NN	team
,	,	,
that	WDT	that
we	PP	we
can	MD	can
have	VB	have
different	JJ	different
needs	NNS	need
because	IN	because
we	PP	we
see	VBP	see
each	DT	each
other	JJ	other
and	CC	and
respect	VB	respect
each	DT	each
other	JJ	other
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
authenticity	NN	authenticity
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
nothing	NN	nothing
more	RBR	more
.	SENT	.
Nothing	NN	nothing
less	RBR	less
.	SENT	.
So	RB	so
if	IN	if
I	PP	I
can	MD	can
quote	VB	quote
you	PP	you
to	TO	to
you	PP	you
,	,	,
I	PP	I
think	VBP	think
I	PP	I
know	VBP	know
well	RB	well
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
you	PP	you
said	VBD	say
something	NN	something
really	RB	really
profound	JJ	profound
about	IN	about
this	DT	this
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
said	VBD	say
that	IN	that
I	PP	I
think	VBP	think
tell	VB	tell
me	PP	me
if	IN	if
I	PP	I
'	POS	'
m	NN	m
if	IN	if
I	PP	I
misapplying	VBG	misapply
it	PP	it
here	RB	here
.	SENT	.
But	CC	but
I	PP	I
think	VBP	think
that	IN	that
another	DT	another
way	NN	way
of	IN	of
saying	VBG	say
what	WP	what
you	PP	you
just	RB	just
said	VBD	say
in	IN	in
your	PP$	your
words	NNS	word
is	VBZ	be
that	IN	that
if	IN	if
I	PP	I
were	VBD	be
basically	RB	basically
just	RB	just
sharing	VBG	share
because	IN	because
people	NNS	people
expected	VBD	expect
me	PP	me
to	TO	to
share	NN	share
,	,	,
then	RB	then
I	NP	I
'	POS	'
m	NN	m
fitting	NN	fitting
in	IN	in
as	RB	as
opposed	VBN	oppose
to	TO	to
belonging	VBG	belong
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
right	NN	right
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
right	NN	right
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
right	NN	right
.	SENT	.
And	CC	and
and	CC	and
there	EX	there
is	VBZ	be
room	NN	room
for	IN	for
all	DT	all
of	IN	of
us	PP	us
,	,	,
like	IN	like
I	PP	I
have	VBP	have
pushed	VBN	push
and	CC	and
pushed	VBN	push
and	CC	and
pushed	VBN	push
people	NNS	people
to	TO	to
be	VB	be
more	JJR	more
like	IN	like
at	IN	at
my	PP$	my
level	NN	level
of	IN	of
sharing	NN	sharing
,	,	,
which	WDT	which
is	VBZ	be
kind	NN	kind
of	IN	of
somewhere	RB	somewhere
in	IN	in
the	DT	the
middle	NN	middle
,	,	,
like	IN	like
I	PP	I
have	VBP	have
my	PP$	my
own	JJ	own
personal	JJ	personal
line	NN	line
I	NP	I
'	POS	'
ll	JJ	<unknown>
share	NN	share
with	IN	with
vulnerable	JJ	vulnerable
,	,	,
but	CC	but
I	PP	I
never	RB	never
share	VBP	share
with	IN	with
sentiment	NN	sentiment
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
really	RB	really
clear	JJ	clear
on	IN	on
all	PDT	all
that	DT	that
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
my	PP$	my
kids	NNS	kid
are	VBP	be
not	RB	not
in	IN	in
my	PP$	my
posts	NNS	post
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
you	PP	you
know	VBP	know
,	,	,
I	PP	I
just	RB	just
I	NP	I
'	POS	'
m	NN	m
a	DT	a
public	JJ	public
person	NN	person
.	SENT	.
But	CC	but
that	DT	that
doesn	NN	<unknown>
'	POS	'
t	NN	t
mean	VBP	mean
that	IN	that
I	PP	I
forfeited	VBD	forfeit
everything	NN	everything
in	IN	in
my	PP$	my
life	NN	life
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
true	JJ	true
belonging	NN	belonging
is	VBZ	be
,	,	,
if	IN	if
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
team	NN	team
of	IN	of
seven	CD	seven
people	NNS	people
.	SENT	.
That	DT	that
have	VBP	have
seven	CD	seven
different	JJ	different
ways	NNS	way
of	IN	of
showing	VBG	show
up	RP	up
and	CC	and
different	JJ	different
levels	NNS	level
of	IN	of
comfort	NN	comfort
with	IN	with
sharing	NN	sharing
and	CC	and
that	IN	that
all	DT	all
of	IN	of
them	PP	them
feel	VBP	feel
like	IN	like
they	PP	they
have	VBP	have
a	DT	a
space	NN	space
there	RB	there
,	,	,
because	IN	because
what	WP	what
'	POS	'
s	NN	S
not	RB	not
honored	VBN	honor
is	VBZ	be
a	DT	a
way	NN	way
of	IN	of
being	VBG	be
was	VBD	be
honored	VBN	honor
is	VBZ	be
actually	RB	actually
authenticity	NN	authenticity
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
we	PP	we
'	POS	'
re	NN	re
looking	VBG	look
for	IN	for
,	,	,
but	CC	but
let	VB	let
me	PP	me
tell	VB	tell
you	PP	you
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
a	DT	a
shit	NN	shit
ton	NN	ton
of	IN	of
work	NN	work
and	CC	and
it	PP	it
'	POS	'
s	JJ	<unknown>
more	JJR	more
work	NN	work
than	IN	than
saying	VBG	say
authenticity	NN	authenticity
is	VBZ	be
crying	JJ	crying
,	,	,
three	CD	three
point	NN	point
five	CD	five
,	,	,
which	WDT	which
I	PP	I
have	VBP	have
really	RB	really
had	VBN	have
leaders	NNS	leader
come	VBP	come
up	RP	up
to	TO	to
me	PP	me
and	CC	and
literally	RB	literally
say	VBP	say
,	,	,
how	WRB	how
many	JJ	many
times	NNS	time
do	VBP	do
I	PP	I
have	VBP	have
to	TO	to
cry	VB	cry
in	IN	in
front	NN	front
of	IN	of
them	PP	them
to	TO	to
,	,	,
like	VB	like
,	,	,
really	RB	really
be	VB	be
considered	VBN	consider
vulnerable	JJ	vulnerable
?	SENT	?
And	CC	and
I	PP	I
said	VBD	say
,	,	,
yeah	RB	yeah
,	,	,
like	VB	like
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
get	VB	get
it	PP	it
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
hack	NN	hack
here	RB	here
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
hard	JJ	hard
wiring	NN	wiring
here	RB	here
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
about	IN	about
understanding	VBG	understand
and	CC	and
seeing	VBG	see
.	SENT	.
People	NNS	people
love	VBP	love
that	DT	that
.	SENT	.
Well	RB	well
,	,	,
thank	VB	thank
you	PP	you
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
so	RB	so
much	RB	much
from	IN	from
your	PP$	your
work	NN	work
.	SENT	.
It	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
you	PP	you
know	VBP	know
,	,	,
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
eye	NN	eye
opening	NN	opening
.	SENT	.
It	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
at	IN	at
various	JJ	various
points	NNS	point
uplifting	VBG	uplift
and	CC	and
also	RB	also
a	DT	a
little	JJ	little
bit	NN	bit
arresting	VBG	arrest
in	IN	in
the	DT	the
best	JJS	good
ways	NNS	way
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
just	RB	just
a	DT	a
real	JJ	real
treat	NN	treat
and	CC	and
delight	VB	delight
to	TO	to
have	VB	have
you	PP	you
on	IN	on
work	NN	work
life	NN	life
.	SENT	.
God	NP	God
,	,	,
thank	VBP	thank
you	PP	you
so	RB	so
much	RB	much
.	SENT	.
I	PP	I
have	VBP	have
to	TO	to
say	VB	say
,	,	,
this	DT	this
is	VBZ	be
just	RB	just
one	CD	one
of	IN	of
my	PP$	my
favorite	JJ	favorite
conversations	NNS	conversation
ever	RB	ever
.	SENT	.
So	RB	so
thank	VB	thank
you	PP	you
for	IN	for
inviting	VBG	invite
me	PP	me
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
re	NN	re
still	RB	still
hungry	JJ	hungry
for	IN	for
more	JJR	more
from	IN	from
Bernie	NP	Bernie
and	CC	and
me	PP	me
,	,	,
we	PP	we
just	RB	just
had	VBD	have
another	DT	another
conversation	NN	conversation
for	IN	for
her	PP$	her
podcast	NN	<unknown>
,	,	,
Dare	NP	Dare
to	TO	to
Lead	JJ	Lead
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
on	IN	on
Spotify	NP	<unknown>
,	,	,
Renee	NP	Renee
,	,	,
with	IN	with
Adam	NP	Adam
Grant	NP	Grant
on	IN	on
the	DT	the
power	NN	power
of	IN	of
knowing	VBG	know
what	WP	what
you	PP	you
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
.	SENT	.
Taken	VBN	take
for	IN	for
granted	JJ	granted
is	VBZ	be
a	DT	a
member	NN	member
of	IN	of
the	DT	the
TED	VBP	ted
Audio	JJ	audio
Collective	NN	collective
.	SENT	.
The	DT	the
show	NN	show
is	VBZ	be
hosted	VBN	host
by	IN	by
me	PP	me
,	,	,
Adam	NP	Adam
Grant	NP	Grant
,	,	,
and	CC	and
produced	VBD	produce
by	RB	by
TED	VB	ted
with	IN	with
Transmitter	NN	transmitter
Media	NN	Media
.	SENT	.
Our	PP$	our
team	NN	team
includes	VBZ	include
Colin	NP	Colin
Helmes	NP	Helmes
Credico	NP	Credico
and	CC	and
Dan	NP	Dan
O	NP	O
'	POS	'
Donnell	NP	Donnell
,	,	,
Joanne	NP	Joanne
DeLuna	NP	DeLuna
,	,	,
Grace	NP	Grace
Rubenstein	NP	Rubenstein
,	,	,
Michelle	NP	Michelle
Quint	NP	Quint
and	CC	and
Ben	NP	Ben
Chang	NP	Chang
.	SENT	.
And	CC	and
Add	VB	add
a	DT	a
few	JJ	few
in	IN	in
this	DT	this
episode	NN	episode
was	VBD	be
produced	VBN	produce
by	IN	by
Constanza	NP	Constanza
Gado	NP	<unknown>
and	CC	and
Jessica	NP	Jessica
Glaser	NP	Glaser
.	SENT	.
Our	PP$	our
show	NN	show
is	VBZ	be
mixed	VBN	mix
by	IN	by
Rick	NP	Rick
Original	JJ	original
Music	NN	music
by	IN	by
Hartsdale	NP	Hartsdale
Sue	NP	Sue
and	CC	and
Alison	NP	Alison
Layton	NP	Layton
Brown	NP	Brown
.	SENT	.
